budget,action,adventure,fantasy,science fiction,comedy,crime,drama,mystery,thriller,romance,war,horror,animation,family,western,history,music,tv movie,documentary,foreign,id,popularity,production_companies,production_countries,weekday,day,month,year,revenue,runtime,title,vote_average,vote_count,weighted_rating
75000000,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3172,24.353302,7,1,5,12,10,2001,67631903,123,Bandits,6.2,302,6.990451347719548
55000000,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6520,19.143321,2,1,5,07,7,1995,127600435,134,First Knight,5.9,311,6.986484137331595
75000000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1439,13.327372,1,2,4,16,12,1999,0,148,Anna and the King,6.4,197,6.995308965353018
75000000,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37958,37.917002,2,1,4,10,11,2011,226904017,110,Immortals,5.7,880,6.95579598145286
52000000,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2026,23.663713,7,2,3,09,3,2005,77944725,113,Hostage,6.2,512,6.983944810285356
75000000,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7450,14.44381,3,1,5,16,6,2000,36754634,94,Titan A.E.,6.3,313,6.991344368506302
75000000,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11375,10.605084,2,1,1,09,6,2003,51142659,116,Hollywood Homicide,5,166,6.986807597552253
75000000,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9425,11.873856,4,1,5,23,10,1998,14567883,99,Soldier,6.1,221,6.9921137147615084
0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,25769,12.708963,4,1,5,04,9,2009,5802422,84,Carriers,5.8,282,6.986614982991852
75000000,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23685,8.098369,3,1,5,23,2,2001,5409517,93,Monkeybone,4.3,78,6.9916022011324666
45000000,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11866,20.374308,4,1,5,17,12,2004,21009180,113,Flight of the Phoenix,5.7,276,6.985804715936066
75000000,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9741,42.006908,4,1,1,13,11,2000,248118121,106,Unbreakable,6.9,1946,6.992778148890373
74000000,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,211672,875.581305,2,1,3,17,6,2015,1156730962,91,Minions,6.4,4571,6.907253728314903
82000000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23629,39.127082,4,1,4,24,3,2011,89792502,110,Sucker Punch,5.9,1623,6.932941441610637
75000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10153,18.65988,4,1,5,13,2,1998,13100000,134,Sphere,5.8,476,6.977578897786151
73000000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,153518,45.720894,5,2,3,11,5,2016,349779543,97,The Angry Birds Movie,5.9,1022,6.956798093920529
70000000,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8676,21.789615,2,1,4,07,2,2008,111231041,112,Fool's Gold,5.4,444,6.972079861656972
75000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20829,20.199057,6,1,5,31,7,2009,61458982,146,Funny People,5.7,390,6.980031508467901
70000000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4349,26.123705,5,2,3,22,8,2007,86658558,110,The Kingdom,6.5,513,6.989946301885313
72500000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9718,12.599836,2,1,5,04,8,2006,162966177,116,Talladega Nights: The Ballad of Ricky Bobby,6.2,491,6.984590639833667
70000000,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10808,13.543053,3,1,5,22,6,2001,176104344,87,Dr. Dolittle 2,4.9,410,6.966115702479339
72000000,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,197,60.722162,3,1,3,24,5,1995,210000000,177,Braveheart,7.7,3336,7.082411067193676
72000000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,25,32.227223,4,2,5,04,11,2005,96889998,125,Jarhead,6.6,765,6.988123423248593
75000000,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,35,46.875375,2,1,3,25,7,2007,527068851,87,The Simpsons Movie,6.9,2264,6.991696009389671
72000000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11086,11.215702,4,1,5,21,12,2001,37317558,152,The Majestic,6.6,188,6.997014451326028
74500000,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1997,8.884318,5,2,3,07,4,2004,62172050,109,Two Brothers,6.9,180,6.999285146942018
60000000,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6947,27.491891,3,1,5,30,7,2004,256697520,108,The Village,6.2,1071,6.9671358981243525
71000000,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3050,21.462935,3,1,1,22,6,1998,294456605,85,Doctor Dolittle,5.4,686,6.957268550961613
72000000,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2675,28.848187,3,1,5,02,8,2002,408247917,106,Signs,6.4,1599,6.963930974848678
150000000,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,809,47.320801,3,1,3,19,5,2004,919838758,93,Shrek 2,6.7,2988,6.967971987994854
120000000,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,920,82.643036,2,1,4,08,6,2006,461983149,117,Cars,6.6,3877,6.946296360425253
70000000,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4806,20.230535,4,1,5,30,7,1999,309457509,116,Runaway Bride,5.7,455,6.9767629149479475
70000000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7451,46.217769,3,1,5,09,8,2002,277448382,124,xXx,5.8,1424,6.935331516802906
74000000,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,228165,36.952268,6,1,4,05,2,2015,311594032,93,The SpongeBob Movie: Sponge Out of Water,5.8,719,6.966452816983553
80000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3595,16.411345,2,1,5,08,11,1996,309492681,117,Ransom,6.4,470,6.988928150765607
70000000,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,16869,72.595961,5,2,2,18,8,2009,319131050,153,Inglourious Basterds,7.9,6430,7.184123448934139
70000000,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,879,33.648404,2,1,3,11,12,1991,300854823,144,Hook,6.6,1532,6.976903361977989
70000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1573,57.69847,3,1,1,02,7,1990,240031094,124,Die Hard 2,6.6,1896,6.9718024985127895
80000000,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9257,34.052253,5,1,5,08,8,2003,116643346,117,S.W.A.T.,5.8,770,6.964144353899884
68000000,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1903,27.299301,3,1,1,10,12,2001,203388341,136,Vanilla Sky,6.5,1078,6.979331237058057
75000000,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,9697,20.219385,3,1,5,21,7,2006,42285169,110,Lady in the Water,5.3,409,6.972635680270771
70000000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,42.957216,11,5,4,12,8,2004,171183863,101,AVP: Alien vs. Predator,5.5,1217,6.93036960750658
75000000,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,23398,29.412262,3,1,1,21,12,2009,443140005,88,Alvin and the Chipmunks: The Squeakquel,5.4,666,6.958482038494506
75000000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,10590,19.708731,3,2,5,01,3,2002,114660784,138,We Were Soldiers,6.7,521,6.9938756318326085
70000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,117263,59.428223,2,1,3,20,3,2013,161025640,120,Olympus Has Fallen,6.2,2981,6.914770737286015
70000000,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,200,19.711951,1,1,4,10,12,1998,118000000,103,Star Trek: Insurrection,6.3,391,6.989220589972826
70000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44943,49.199234,3,1,2,08,3,2011,202466756,116,Battle: Los Angeles,5.5,1448,6.9178765880217785
70000000,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,587,46.199482,4,1,4,25,12,2003,122919055,125,Big Fish,7.6,1994,7.044320960213381
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10395,13.758526,1,1,5,17,6,1994,0,125,Wolf,6,216,6.991434010152284
66000000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,57212,29.505574,4,1,7,25,12,2011,177584879,146,War Horse,7,992,7.0
70000000,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,152760,43.873266,5,2,5,24,1,2014,154984035,118,The Monuments Men,5.8,1523,6.931093767673341
70000000,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2756,24.961625,3,1,3,09,8,1989,90000098,139,The Abyss,7.1,808,7.003130812151271
70000000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33909,23.25645,4,1,4,02,9,2010,134748021,133,Wall Street: Money Never Sleeps,5.8,493,6.976793629623818
70000000,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,49017,64.457947,5,1,3,01,10,2014,215529201,92,Dracula Untold,6.2,2389,6.930220161378656
70000000,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9882,20.089933,3,1,5,06,11,1998,116672912,116,The Siege,6,352,6.98611549384664
70000000,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2270,48.032734,5,3,4,09,8,2007,135560026,127,Stardust,7.1,1184,7.004521845401772
70000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,978,16.92991,4,1,5,12,9,1997,131457682,136,Seven Years in Tibet,7,630,7.0
70000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44564,14.780634,4,1,4,13,1,2011,67112664,111,The Dilemma,5.2,304,6.978374960480557
70000000,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3132,14.086292,3,1,5,07,6,2002,65977295,116,Bad Company,5.4,228,6.9855398763278895
60000000,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8814,29.261348,7,4,4,20,10,2005,55987321,105,Doom,5,609,6.952438595806162
70000000,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8427,13.267631,1,1,4,31,10,2002,33561137,97,I Spy,5.2,269,6.980838181170604
70000000,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52520,58.401204,5,1,4,19,1,2012,160112671,88,Underworld: Awakening,6.1,1862,6.93761447397811
75000000,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,80585,23.515938,4,1,3,13,6,2012,59418613,123,Rock of Ages,6,385,6.9848335631278315
70000000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10592,14.244518,4,1,5,15,2,2002,32287044,125,Hart's War,5.9,241,6.989497246543322
66000000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,49021,29.501489,9,2,5,23,9,2011,57777106,116,Killer Elite,6.1,695,6.975656742556917
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11535,9.306253,6,3,5,08,2,2002,0,98,Rollerball,3.4,106,6.9848004461085
70000000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10550,8.37378,6,2,5,20,9,2002,19924033,91,Ballistic: Ecks vs. Sever,4.3,97,6.989564489779655
70000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11258,10.930537,9,5,5,16,1,1998,19870567,97,Hard Rain,5.5,179,6.989336351721673
75000000,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,12610,10.54544,3,1,2,07,8,2001,13596911,95,Osmosis Jones,5.9,228,6.990058664975424
70000000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,59981,6.682006,2,2,4,13,6,2013,18662027,88,Legends of Oz: Dorothy's Return,5.9,43,6.998111248652319
70000000,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,201088,46.832372,3,1,2,13,1,2015,17752940,133,Blackhat,5.1,826,6.939231781925192
70000000,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5137,24.664776,6,2,5,17,9,2004,57958696,107,Sky Captain and the World of Tomorrow,5.7,439,6.9775659420574705
70000000,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3093,13.483387,4,3,3,29,3,2006,38629478,114,Basic Instinct 2,4.6,180,6.98284352660842
50000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,107846,44.478043,7,1,3,09,10,2013,122915111,115,Escape Plan,6.7,1659,6.981330882628757
70000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188207,25.020428,1,1,5,10,1,2014,61279452,99,The Legend of Hercules,4.4,533,6.945725140014883
68000000,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,24021,107.069763,5,1,3,23,6,2010,698491347,124,The Twilight Saga: Eclipse,5.8,2301,6.898860847588
68000000,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11371,22.572323,3,2,5,13,7,2001,71069884,124,The Score,6.7,423,6.995008456909098
69000000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,20352,113.858273,2,1,4,08,7,2010,543513985,95,Despicable Me,7.1,6478,7.0205794523159035
60000000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11517,10.004564,1,1,2,21,11,1995,35431113,103,Money Train,5.4,222,6.985917056537943
68000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214756,68.734513,5,1,4,25,6,2015,217022588,115,Ted 2,6.2,2463,6.92825255798711
70000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,26428,18.888806,7,1,7,17,5,2009,39041505,127,Agora,6.9,395,6.9984445757038785
68000000,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9824,12.948627,3,1,5,06,8,1999,29762011,121,Mystery Men,5.7,250,6.987128712871287
36000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48988,27.11589,2,1,5,25,2,2011,83160734,105,Hall Pass,5.4,611,6.961828901643824
90000000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9008,26.153669,5,1,4,28,10,1999,60289912,157,The Insider,7.3,481,7.005663043051685
80000000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,300673,28.223664,4,1,1,25,1,2016,52099090,114,The Finest Hours,6.3,588,6.983914334844458
70000000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,12113,37.507136,3,2,5,10,10,2008,113280098,128,Body of Lies,6.5,895,6.9827186715582155
69000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38778,11.023691,6,1,5,30,7,2010,86387857,114,Dinner for Schmucks,5.5,531,6.9688026320943175
69000000,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,72331,38.634767,5,1,3,20,6,2012,112265139,94,Abraham Lincoln: Vampire Hunter,5.5,1269,6.927538162853553
66000000,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1844,25.877794,2,2,4,29,4,1999,212404396,112,Entrapment,6,602,6.976486212014686
66000000,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,846,18.59991,2,2,5,19,6,1998,189198313,121,The X Files,6.6,488,6.99234149403641
67000000,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9703,12.282911,4,4,4,19,4,2007,25303038,102,The Last Legion,5,207,6.983575990796207
70000000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,857,76.041867,5,1,5,24,7,1998,481840909,169,Saving Private Ryan,7.9,5048,7.151198083067093
66000000,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,136797,54.81489,6,4,4,13,3,2014,203277636,130,Need for Speed,6.1,1520,6.9484162895927595
70000000,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3981,31.39165,4,1,5,15,12,2000,374111707,127,What Women Want,6.1,992,6.965650969529086
59000000,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,425,99.561972,3,1,7,10,3,2002,383257136,81,Ice Age,7.1,3857,7.013365907752018
68000000,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,6171,26.792794,5,1,5,21,3,2003,75715436,136,Dreamcatcher,5.3,567,6.962299057378652
65000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,72976,36.307296,7,2,5,09,11,2012,275293450,149,Lincoln,6.7,1429,6.983779181959211
63000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603,104.309993,4,2,2,30,3,1999,463517383,136,The Matrix,7.9,8907,7.236420208216593
52000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,568,68.140214,2,1,5,30,6,1995,355237933,140,Apollo 13,7.3,1599,7.01803451257566
65000000,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9021,14.646884,3,1,4,31,10,2002,172855065,104,The Santa Clause 2,5.5,297,6.9823892161125825
61000000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,82695,48.356214,4,2,2,18,12,2012,441809770,157,Les Misérables,7.1,1884,7.007007885731291
65000000,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9489,28.540267,1,1,4,17,12,1998,250821495,119,You've Got Mail,6.3,838,6.977297004412106
65000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12133,22.977983,5,1,5,25,7,2008,128107642,98,Step Brothers,6.5,1062,6.979625508403039
95000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9342,31.086791,2,1,4,16,7,1998,250288523,136,The Mask of Zorro,6.3,1183,6.96837260818088
65000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41733,43.865294,3,1,4,04,11,2010,211780824,95,Due Date,6.2,1685,6.949484729248642
65000000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,227306,43.055253,3,1,4,25,12,2014,163442937,137,Unbroken,7.3,1400,7.015909090909091
65000000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5551,15.772081,6,1,1,31,7,2000,128884132,130,Space Cowboys,6.3,403,6.988895012400111
70000000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9350,26.19909,6,3,5,28,5,1993,255000211,112,Cliffhanger,6.1,588,6.9793184305143035
50000000,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9208,22.769108,3,1,5,09,2,1996,150270147,108,Broken Arrow,5.7,453,6.976863238125171
65000000,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4244,18.281798,1,1,5,07,7,2000,69700000,104,The Kid,6,238,6.990569775735003
63000000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1852,24.697533,4,1,3,09,8,2006,162945894,128,World Trade Center,5.9,447,6.980677486540653
65000000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11820,19.718544,2,1,5,19,12,2003,0,117,Mona Lisa Smile,6.5,393,6.992261646910565
65000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76493,31.349143,1,1,2,15,5,2012,179379533,83,The Dictator,5.9,1743,6.928306472721834
65000000,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,345,27.870312,4,2,3,14,7,1999,162091208,159,Eyes Wide Shut,7.1,1234,7.004703819470915
65000000,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,196867,33.439187,5,1,5,19,12,2014,133821816,119,Annie,6,466,6.9817010916516145
50100000,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,256591,59.634029,3,1,3,25,2,2015,153962963,105,Focus,6.7,2542,6.9723113789848234
65000000,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,59962,38.994297,3,1,2,14,2,2012,156974557,103,This Means War,5.9,1389,6.942100875364735
65000000,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,36648,49.660055,6,1,3,08,12,2004,128905366,123,Blade: Trinity,5.7,1252,6.938000914216059
4200000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1880,11.743085,2,1,5,10,8,1984,38376497,114,Red Dawn,6.4,215,6.994883997620464
65000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9440,9.110247,2,5,5,20,3,1998,0,143,Primary Colors,6.1,94,6.996628676177572
65000000,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,71679,6.227675,1,4,3,12,9,2012,240159255,95,Resident Evil: Retribution,5.6,1600,6.915789473684211
45000000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10483,42.57877,6,3,5,22,8,2008,73762516,105,Death Race,6,1175,6.955109837631327
65000000,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,11412,15.858629,3,1,5,11,10,1996,89456761,120,The Long Kiss Goodnight,6.5,314,6.993797898396144
65000000,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,11983,14.866901,2,1,5,08,12,2000,0,135,Proof of Life,6,208,6.991748651221834
65000000,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6795,15.194239,4,1,7,06,11,2005,64321501,101,Zathura: A Space Adventure,6.1,779,6.972803444664261
63000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,550,146.757391,6,2,5,15,10,1999,100853753,139,Fight Club,8.3,9413,7.355589457472467
65000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11170,8.629665,4,1,2,12,12,2006,43545364,124,We Are Marshall,6.7,186,6.997784483443183
65000000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9292,16.803457,2,1,4,23,5,1991,17218080,100,Hudson Hawk,5.4,269,6.982967272151648
65000000,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10783,2.952595,2,2,5,27,10,2000,0,105,Lucky Numbers,4.9,52,6.99564106658151
65000000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,100241,31.324734,4,2,3,22,1,2014,71154592,92,"I, Frankenstein",5,687,6.946509907735431
50000000,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,257,20.415572,3,4,5,23,9,2005,42093706,130,Oliver Twist,6.7,274,6.99674764580201
43000000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9947,28.613892,8,2,4,13,1,2005,56681566,97,Elektra,4.8,575,6.950537634408603
65000000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,189,85.428395,7,1,3,20,8,2014,39407616,102,Sin City: A Dame to Kill For,6.3,1286,6.9657536331126835
64000000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,12618,4.137237,1,1,5,08,10,1999,74608570,133,Random Hearts,5.3,63,6.995726768543272
55000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,253412,60.246978,6,3,4,10,9,2015,203427584,121,Everest,6.7,1772,6.98014343343792
50000000,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1427,42.551902,7,3,3,13,9,2006,132180323,147,Perfume: The Story of a Murderer,7.1,1165,7.0044525128989115
65000000,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,16577,24.857079,4,3,4,15,10,2009,44091067,94,Astro Boy,6.1,409,6.985513007202173
63000000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,40.413191,2,1,5,11,6,1993,920100000,127,Jurassic Park,7.6,4856,7.0975884244372995
63000000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12160,13.859307,4,1,5,24,6,1994,25052000,191,Wyatt Earp,6.5,202,6.99599238155702
62000000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9331,18.832471,2,1,3,03,8,1994,215887717,141,Clear and Present Danger,6.4,386,6.990876861262114
65000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,300168,9.568884,9,2,4,19,2,2015,121545703,127,Dragon Blade,5.9,145,6.993656790614437
64000000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9072,12.421504,2,1,4,31,8,2006,101595121,98,Little Man,5.3,261,6.982435374688254
62000000,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3536,18.096884,3,2,4,20,4,2000,127666415,116,U-571,6.1,340,6.9879242304656675
62000000,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9087,11.056763,2,1,5,17,11,1995,107879496,106,The American President,6.5,195,6.996130184560429
62000000,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12177,13.218008,3,3,5,20,6,2008,41819064,87,The Love Guru,4.3,242,6.974114570953174
62000000,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12138,11.262655,3,1,5,23,2,2001,18720175,125,3000 Miles to Graceland,5.8,178,6.991516403209151
44000000,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,273248,68.717016,3,1,5,25,12,2015,155760117,167,The Hateful Eight,7.6,4274,7.087599918015986
53000000,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9955,19.412028,1,1,5,30,3,2007,0,93,Blades of Glory,5.9,569,6.9755211388791105
63000000,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,50359,16.791058,2,1,3,30,3,2011,183953723,95,Hop,5.5,331,6.980399510481228
