budget,action,adventure,fantasy,science fiction,comedy,crime,drama,mystery,thriller,romance,war,horror,animation,family,western,history,music,tv movie,documentary,foreign,id,popularity,production_companies,production_countries,weekday,day,month,year,revenue,runtime,title,vote_average,vote_count,weighted_rating
5000000,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,62046,6.626,4,2,5,19,8,2011,3142154,87,Flypaper,6.3,377,6.989600819639832
36000000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,45772,13.917,5,2,4,13,1,2011,189712432,84,Gnomeo & Juliet,5.8,994,6.954112487497115
15774948,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55846,10.184,7,3,5,20,5,2011,741875,97,Blitz,6,723,6.971892858531275
45000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23514,7.696,3,1,4,13,10,2011,24000000,120,The Rum Diary,5.7,618,6.968639238035756
0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,58767,5.803,3,3,2,26,4,2011,0,91,Sniper: Reloaded,5.2,56,6.995977011494253
10000000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,63493,4.764,5,2,5,06,5,2011,610986,101,The Ledge,6.1,169,6.993956851682626
24000000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,68817,6.97,3,1,4,06,10,2011,63543328,113,Footloose,6.5,834,6.983858481071457
0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,45156,6.449,3,1,4,03,2,2011,1296937,106,A Little Bit of Heaven,6.3,317,6.991235138444523
36000000,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,70578,5.257,3,1,4,13,10,2011,9612469,91,Trespass,5.5,551,6.967652929435246
12000000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,54540,7.328,1,1,2,01,2,2011,0,84,Beverly Hills Chihuahua 2,5.1,132,6.990020690752825
13000000,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,63207,5.881,5,3,1,12,9,2011,3012210,100,Intruders,5.5,246,6.985383823179909
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,75802,6.041,5,5,1,06,6,2011,9504139,100,Hysteria,6.7,420,6.995043273013375
8000000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,38753,3.62,2,1,1,10,1,2011,0,94,Passion Play,4.7,40,6.9963258785942495
0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,83899,6.739,2,1,6,10,9,2011,14347000,95,You're Next,6.6,1185,6.981898033225129
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69778,6.808,3,1,5,02,9,2011,0,95,A Good Old Fashioned Orgy,5.9,139,6.993917816937826
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,38684,8.875,4,2,5,11,3,2011,34710627,120,Jane Eyre,7.1,712,7.002769135034225
17000000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,74998,7.236,6,1,5,02,9,2011,12355798,105,Seeking Justice,5.9,493,6.978727493821832
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,57737,7.68,1,1,2,01,3,2011,0,72,Barbie: A Fairy Secret,5.9,165,6.992787601827935
40000000,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,49012,8.045,1,1,5,08,4,2011,45735397,110,Arthur,5.4,369,6.976727502069455
0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,79443,5.544,0,1,6,26,11,2011,0,22,The Smurfs: A Christmas Carol,6.2,39,6.998753943847597
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,72391,3.702,2,2,3,01,6,2011,0,86,Marley & Me: The Puppy Years,5.4,65,6.995850787951326
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,65851,7.989,1,1,3,03,8,2011,0,85,Jackass 3.5,6,245,6.990295107942167
25000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49494,7.301,5,1,2,08,2,2011,27122040,114,The Eagle,6.1,654,6.977056209557963
2000000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,63310,5.501,3,1,3,02,2,2011,0,129,Bullhead,7.3,153,7.001824832027989
0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,91550,5.552,3,1,4,15,9,2011,0,88,Violet & Daisy,6.1,131,6.995308583024949
15000000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,80591,7.083,2,1,4,01,9,2011,868439,119,W.E.,5.8,88,6.995790816326531
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,83564,7.019,1,1,6,01,1,2011,0,7,La Luna,8,370,7.014584154513205
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79697,6.19,2,1,6,03,9,2011,175706,90,Butter,5.8,209,6.990051172200404
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,51248,4.708,3,1,5,11,11,2011,0,90,11/11/2011,4.2,110,6.9877339705296695
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,81250,9.065,3,1,5,11,11,2011,0,97,Geek Charming,6.1,365,6.9870490833826135
8000000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,47760,5.414,3,1,5,16,9,2011,163265,91,Restless,6.4,243,6.994224141346116
5000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76101,5.454,3,1,3,14,9,2011,0,87,Freerunner,4.7,86,6.992115123973531
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,79113,5.363,3,1,6,03,12,2011,0,89,A Princess For Christmas,6.8,194,6.998459950781933
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56831,5.661,2,1,6,12,2,2011,0,90,The Sunset Limited,7.3,183,7.002180042091888
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,74308,6.563,3,1,7,24,4,2011,72689,98,Detachment,7.5,566,7.011069389032309
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,72912,5.465,1,1,2,22,11,2011,0,89,Carjacked,5.1,56,6.995753512132823
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,81232,2.521,3,1,4,10,2,2011,0,90,Foster,6.6,41,6.999345074078511
0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,69735,5.997,3,1,2,27,9,2011,0,64,Batman: Year One,7.2,388,7.003056562155349
7000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58443,3.66,5,2,2,07,6,2011,0,113,Blue Crush 2,5.7,54,6.997198052207232
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,94363,6.17,3,1,6,10,9,2011,0,99,Hick,5.7,232,6.988046924540266
0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59722,4.614,0,1,1,27,6,2011,0,91,2012: Ice Age,3.9,111,6.986296842021424
8000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71677,8.762,3,1,4,28,7,2011,0,101,Assassination Games,6,147,6.994154372290929
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58231,4.581,6,1,5,23,9,2011,0,88,Mardi Gras: Spring Break,4.8,52,6.995433498323487
4000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,84228,3.041,1,1,6,24,9,2011,0,92,Julia X,4.8,46,6.995959434640262
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,59296,4.895,5,1,5,03,6,2011,1378,90,"Love, Wedding, Marriage",5.2,114,6.9918292585808715
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,57118,4.282,1,1,5,01,4,2011,0,101,That's What I Am,6.9,87,6.999653206840196
12000000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75622,7.975,4,1,3,23,11,2011,972512,108,Rampart,5.5,179,6.989336351721673
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,76543,4.727,2,1,5,07,10,2011,22321,93,Tyrannosaur,7.4,195,7.003095852351658
0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,67748,3.934,4,1,1,16,5,2011,8452,119,Snowtown,6.3,143,6.99601877262061
4317946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,57276,4.35,5,3,4,24,2,2011,14624826,106,Pina,7.4,105,7.001672973511252
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,145316,4.307,1,1,4,04,8,2011,0,6,Air Mater,5.7,47,6.997560586098136
0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,74626,1.585,6,1,5,02,9,2011,0,129,False Trail,6.1,28,6.998993127696979
0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,57718,4.342,1,1,5,25,2,2011,0,16,Megamind: The Button of Doom,6.1,65,6.997666068222621
0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,73936,4.165,3,1,5,14,10,2011,0,89,Retreat,5.6,131,6.992702240261032
0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,81033,3.499,2,1,6,29,10,2011,0,85,The Good Witch's Family,6.3,33,6.999077218072145
40000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,77221,5.723,5,4,3,21,12,2011,5446000,130,Black Gold,6.4,128,6.996943648519579
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74523,5.778,2,1,6,19,3,2011,0,99,Born to Race,5.9,62,6.9972787487032155
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,78080,4.819,1,2,2,08,11,2011,0,90,Beethoven's Christmas Adventure,5.7,42,6.997819662966217
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,82424,10.163,1,1,3,23,11,2011,0,7,Small Fry,6.7,202,6.997595428934212
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,73362,3.274,1,1,1,14,3,2011,0,10,TRON: The Next Day,5.4,38,6.997571691029635
350000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70584,6.1,4,1,2,18,10,2011,0,75,Hellraiser: Revelations,3,82,6.986922892911251
3500000,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,65291,7.792,3,1,6,09,4,2011,0,84,Green Lantern: Emerald Knights,6.2,177,6.994375819200064
93,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,50217,5.822,5,1,5,28,1,2011,2500000,107,From Prada to Nada,5.1,150,6.988667992047715
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,74726,4.965,6,2,5,14,10,2011,0,92,Juan of the Dead,6.1,114,6.995914629290436
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,60405,5.674,2,2,2,19,4,2011,0,90,Sharpay's Fabulous Adventure,5.6,248,6.986248415716097
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51481,7.149,1,1,7,23,1,2011,0,96,Mean Girls 2,5.2,608,6.9572633552015
5000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,81025,6.111,7,1,6,10,9,2011,34564651,107,Salmon Fishing in the Yemen,6.4,470,6.988928150765607
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,77269,1.794,0,2,5,09,9,2011,0,85,Urbanized,7.5,36,7.000718964690845
29000000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55292,7.577,2,2,4,20,1,2011,33662874,131,Shaolin,6.7,149,6.998222593343672
0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,38540,4.75,12,1,4,19,5,2011,0,90,Age of Heroes,5.5,85,6.994917281243771
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,65599,7.454,1,1,5,14,10,2011,0,102,The Woman,6,213,6.991551977154643
4500000,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80410,5.936,0,2,4,03,11,2011,0,96,In the Name of the King 2: Two Worlds,3.8,58,6.992593183813553
500000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71208,2.752,2,2,5,01,4,2011,0,94,Judas Kiss,5.9,29,6.998725478445003
2500000,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,79070,4.643,6,1,3,16,11,2011,3358,98,Sleepless Night,6.1,63,6.997737700993497
0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,73500,6.821,3,1,7,03,4,2011,0,97,You May Not Kiss the Bride,5.7,88,6.995440051020409
0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,71689,6.405,2,1,5,05,8,2011,0,78,Phineas and Ferb the Movie: Across the 2nd Dimension,6.7,197,6.997654482676508
0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,73588,5.131,5,2,5,26,8,2011,0,92,The Caller,5.9,110,6.995181202708085
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,85449,2.678,1,1,1,19,9,2011,0,113,Skylab,6.1,36,6.998705863556479
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65218,6.822,2,1,5,15,4,2011,0,106,Lemonade Mouth,7.2,432,7.003397294746776
0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,51209,6.275,4,1,4,10,3,2011,1188194,106,Kill the Irishman,6.9,251,6.99900597996119
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85542,3.152,3,1,4,08,9,2011,0,117,Trishna,5.9,29,6.998725478445003
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65034,5.184,3,1,7,22,5,2011,0,97,Too Big to Fail,7.1,92,7.00036665072533
7300000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,78461,3.723,1,1,5,21,10,2011,0,96,Beneath the Darkness,4.9,64,6.99463772741781
8000000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9364,4.372,3,1,1,05,9,2011,100915,129,Wuthering Heights,6,109,6.9956589270779395
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,70196,5.032,6,1,5,29,4,2011,0,98,The Veteran,5.9,60,6.997366320830007
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,57586,7.449,1,1,5,22,4,2011,15240456,89,African Cats,7.1,99,7.000394438025419
5000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,93394,3.129,1,2,6,01,1,2011,0,84,Elevator,5,66,6.994733902497408
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91333,4.427,3,1,6,01,1,2011,0,94,Recoil,5.6,45,6.9974845278498705
10831173,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55725,7.061,4,1,5,18,3,2011,10654385,106,Win Win,6.8,250,6.998019801980198
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,63749,3.106,1,1,6,25,6,2011,0,85,Swamp Shark,4.3,40,6.995686900958467
20000000,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,70586,6.934,6,1,1,17,10,2011,2128186,85,Setup,4.9,213,6.982259152024749
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,83384,4.103,1,1,1,05,9,2011,0,86,Dark Horse,5.7,46,6.997612393196518
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,70587,6.033,3,2,2,20,9,2011,0,88,Spooky Buddies,5.1,44,6.996661875099825
20000000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,50671,6.964,2,2,4,10,2,2011,0,91,The Resident,5.6,270,6.985041551246538
0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,66923,3.787,0,0,5,29,7,2011,0,93,Horrid Henry: The Movie,5.9,49,6.997848217493712
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54093,3.693,3,1,5,01,4,2011,0,115,Killing Bono,6.6,49,6.999217533634077
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,73456,7.332,1,1,4,11,8,2011,0,79,Barbie: Princess Charm School,6.8,235,6.998137507430156
17000000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73499,5.594,5,1,4,27,10,2011,3696232,98,The Double,5.8,319,6.984880919467593
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,103516,1.737,1,1,1,20,6,2011,0,99,Private Romeo,5.6,30,6.9983220135836985
500000,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76122,8.755,1,1,1,12,9,2011,0,4,Marvel One-Shot: The Consultant,6.6,188,6.997014451326028
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,73770,3.831,2,1,4,25,8,2011,0,95,What a Man,5.6,67,6.9962580284836635
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51993,3.808,1,1,5,01,7,2011,144633,105,Terri,6.3,63,6.998240434106053
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,77499,7.655,0,1,5,01,7,2011,0,74,Barbie: A Perfect Christmas,5.8,109,6.994790712493527
0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,84226,4.783,3,1,4,15,9,2011,0,85,The Day,5,119,6.990525100521517
500000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76535,8.616,1,1,2,25,10,2011,0,4,Marvel One-Shot: A Funny Thing Happened on the Way to Thor's Hammer,7.1,140,7.000556881463802
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,74306,5.989,2,1,5,09,9,2011,0,104,God Bless America,7.1,504,7.001976160602259
1100000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,84404,3.366,3,1,6,23,4,2011,0,92,Bully,7.3,90,7.001076125946592
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,79931,3.018,1,1,7,27,11,2011,0,99,Adele: Live at the Royal Albert Hall,7.5,33,7.000659129948469
8400000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,70008,4.01,3,1,2,09,8,2011,0,91,Tactical Force,4.9,45,6.996226791774806
0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,86820,7.17,1,1,3,07,9,2011,17801,85,4:44 Last Day on Earth,4.9,64,6.99463772741781
4000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56401,2.579,2,1,5,18,3,2011,253899,105,The Music Never Stopped,7.1,62,7.000247386481526
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,55861,4.995,1,1,5,28,1,2011,0,90,The Task,4.7,48,6.995592462472055
1150000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,71626,2.254,2,1,7,12,6,2011,0,76,Don't Let Him In,3.9,28,6.996531884289595
0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,80038,4.639,3,1,5,09,9,2011,12186625,100,Friends with Kids,5.8,248,6.9882129277566545
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,64288,4.009,1,1,5,06,5,2011,664747,90,Forks Over Knives,7.1,67,7.0002672836797375
0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73108,5.99,1,1,7,07,8,2011,0,81,Teen Spirit,5.8,151,6.992795515088863
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,62441,4.29,2,1,7,02,1,2011,0,90,United,7.1,58,7.000231463005827
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85431,3.95,2,1,3,02,3,2011,0,97,Take Me Home,6.6,70,6.998883127243718
21169000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,57331,6.476,3,3,3,16,2,2011,0,119,Largo Winch II,6,173,6.993127557303461
25000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51017,4.673,1,1,5,22,4,2011,53213633,106,Madea's Big Happy Family,6.7,66,6.999210085374611
0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,40161,5.064,4,1,1,06,6,2011,0,89,The Decoy Bride,6,121,6.995183312766211
8000000,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,54445,7.471,3,1,2,01,3,2011,0,89,S.W.A.T.: Firefight,5.6,121,6.993256637872696
0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,75074,3.717,1,1,3,13,4,2011,0,118,Touchback,5.7,33,6.998286262133984
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,68450,4.735,2,1,4,08,9,2011,0,80,The Art of Flight,8.2,92,7.004399808703969
15000000,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,56780,5.661,1,1,4,14,4,2011,4627375,97,Atlas Shrugged: Part I,5.2,85,6.993900737492526
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,91549,3.012,1,2,2,06,9,2011,3838,85,The Moth Diaries,5.1,59,6.995526557324713
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,72842,2.962,2,1,5,14,10,2011,0,90,Albatross,6.2,46,6.9985307035055495
6000000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,77879,5.493,1,1,5,21,10,2011,0,96,The Reunion,5.5,38,6.997723460340283
15000000,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,70577,5.792,7,3,2,25,10,2011,0,102,Faces in the Crowd,5.9,222,6.990317976369836
0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,75735,4.261,1,1,6,29,10,2011,0,90,Zombie Apocalypse,4.2,49,6.994522735438541
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,132923,4.108,4,1,1,14,11,2011,0,85,"Guns, Girls and Gambling",5.2,52,6.996263771355579
25000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53487,6.116,5,4,6,01,10,2011,11790979,118,This Must Be the Place,7,533,7.0
0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,58625,3.415,2,1,5,15,7,2011,0,93,Street Kings 2: Motor City,4.4,34,6.996468802428697
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,77887,8.655,1,1,4,16,6,2011,0,6,Hawaiian Vacation,6.8,248,6.998035487959442
0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,66945,2.21,0,1,2,07,6,2011,0,86,Love's Kitchen,5.1,34,6.997419509467125
1000000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,57812,3.239,1,1,6,26,2,2011,0,87,51,4.3,54,6.994180569968867
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,82501,2.503,12,3,3,16,11,2011,0,85,The Woman in the Fifth,4.9,39,6.996729102599944
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75595,4.74,4,1,7,23,1,2011,0,94,Little Birds,6,51,6.9979641531276195
8000000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,64622,3.35,3,2,4,21,4,2011,0,96,Hidden 3D,3.4,27,6.996116194509929
1000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76815,2.417,1,1,6,01,1,2011,0,89,Barely Legal,3.8,28,6.99642000958926
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,76115,4.354,2,1,2,27,9,2011,0,202,The Phantom of the Opera at the Royal Albert Hall,8.5,51,7.00305377030857
0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,79379,6.07,1,1,2,15,11,2011,0,18,Book of Dragons,6.5,79,6.998424977072451
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83930,2.583,0,0,1,24,10,2011,0,97,Dawn of the Dragonslayer,4.5,18,6.998201295067551
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,72174,6.244,3,1,6,13,8,2011,0,89,Doomsday Prophecy,3.9,42,6.994800734765594
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,75623,3.213,1,1,2,18,10,2011,0,92,The Howling: Reborn,4.4,49,6.9949139686215025
6965576,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,83801,2.862,3,2,3,07,9,2011,0,102,Guilty,7.2,47,7.0003752944464415
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,97795,6.294,1,1,2,11,10,2011,4132000,80,Emergo,5,134,6.989337152860667
10000000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,71254,6.522,4,1,2,11,10,2011,0,94,Arena,4.8,130,6.988619180262634
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,79628,2.588,2,1,5,22,4,2011,0,104,TT3D: Closer to the Edge,8,60,7.002394253790902
17000000,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,54271,4.632,2,1,1,17,1,2011,0,101,The Big Bang,5.7,61,6.996835720841148
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,72477,5.921,7,1,5,14,10,2011,957240,105,Texas Killing Fields,5.8,216,6.989720812182741
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,73686,4.808,18,3,5,02,9,2011,5576725,145,In Darkness,7.2,74,7.00059025285156
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85993,4.438,0,1,5,30,9,2011,0,100,Baciato dalla fortuna,4.6,83,6.992058366224136
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,86593,5,2,1,5,21,10,2011,0,98,Wild Bill,6.8,89,6.999290525728407
